"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"(E)-4,8-dimethyl-1,3,7-nonatriene","Apple-red delicious-rd002-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Fatty acid derivatives","Hydrocarbons",3991,NA,NA,"Cc(=ccc/c(=c/c=c)/c)c","Lukzrejjlwewqm-yrnvussqsa-n",3991,42602,0.0936810478381297
"(E)-4,8-dimethyl-1,3,7-nonatriene","Apple-red delicious-rd003-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Fatty acid derivatives","Hydrocarbons",2581,NA,NA,"Cc(=ccc/c(=c/c=c)/c)c","Lukzrejjlwewqm-yrnvussqsa-n",2581,38234,0.0675053617199351
"(E)-anethole","Vc 184-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",1333,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",1333,25525,0.0522233104799216
"(E)-anethole","Vc 185-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",1225,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",1225,21036,0.0582335044685301
"(E)-anethole","Vc 186-Chr","Clethra alnifolia","Flower","Ornamentals","Clethra","Clethraceae","Ericales","Christchurch botanical gardens","Upper south island","Benzenoid","Phenylpropanoids",611,NA,NA,"C/c=c/c1=cc=c(c=c1)oc","Ruvinxpywbrojd-onegzznksa-n",611,16488,0.0370572537603105
"(E)-beta-farnesene","Apricot-golden glow-Cen","Prunus armeniaca","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Sesquiterpenes",4249,6.7,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",4249,29752.4,0.142812008443016
"(E)-beta-farnesene","Peach-red haven-Cen","Prunus persica","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Sesquiterpenes",4249,0.9,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",4249,29743,0.142857142857143
"(E)-beta-farnesene","Carrot pooled conc.d-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",3793,NA,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",3793,56742,0.0668464276902471
"(E)-beta-farnesene","Pak choi pooled conc.d-Can","Brassica rapa","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",2377,NA,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",2377,50771,0.0468180654310532
"(E)-beta-farnesene","Radish pooled conc.d-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",1812,NA,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",1812,63204,0.0286690715777482
"(E)-beta-farnesene","Carrot males pooled-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",3008,NA,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",3008,50441,0.05963402787415
"(E)-beta-farnesene","Allcarrot pooled-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",2739,NA,NA,"Cc(=ccc/c(=c/ccc(=c)c=c)/c)c","Jsnrrggbadwtmc-ntcaycpxsa-n",2739,98093,0.0279224817265248
"(E)-beta-ocimene","Broadleaf-f1-Aot","Griselinia littoralis","Flower","Natives","Griselinia","Cornaceae","Cornales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1531,16.3687291896636,0.163687291896636,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",1531,11919,0.128450373353469
"(E)-beta-ocimene","Broadleaf-f2-Aot","Griselinia littoralis","Flower","Natives","Griselinia","Cornaceae","Cornales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3877,4.55162502019682,0.0455162502019682,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",3877,10140,0.382347140039448
"(E)-beta-ocimene","Broadleaf-pooled-Aot","Griselinia littoralis","Flower","Natives","Griselinia","Cornaceae","Cornales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",362,6.45354838059869,0.0645354838059869,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",362,7289,0.0496638770750446
"(E)-beta-ocimene","Clematis montana-f2-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",604,49.7801536114993,0.497801536114993,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",604,17467,0.0345794927577718
"(E)-beta-ocimene","Brachyglotis-f2-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3842,20.2937919550076,0.202937919550076,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",3842,35495,0.108240597267221
"(E)-beta-ocimene","Akeake-m1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",2848,1.01331095455495,0.0101331095455495,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",2848,45193,0.0630186090766269
"(E)-beta-ocimene","Hebe_cassinia_vauvilliersii_f1-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1156,3.2928271765529,0.032928271765529,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",1156,26656,0.0433673469387755
"(E)-beta-ocimene","Clematis montana-pooled-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",2814,73.4838058154047,0.734838058154047,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",2814,16706,0.168442475757213
"(E)-beta-ocimene","Hebe_cassinia_vauvilliersii_pooled-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",590,1.92392066981552,0.0192392066981552,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",590,36847,0.0160121583846718
"(E)-beta-ocimene","Hebe_cassinia_vauvilliersii_f2-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",283,1.4273818463024,0.014273818463024,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",283,40726,0.00694887786671905
"Rt14.4-ki1003","Ninaio_pooled-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1400,0.804153427276952,0.00804153427276952,"Na","Na",1400,46402,0.0301711133140813
"Rt14.4-ki1003","Ninaio-f1-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",429,3.40755790877182,0.0340755790877182,"Na","Na",429,58790,0.00729715938084708
"Rt14.4-ki1003","Hebe_cassinia_vauvilliersii_f1-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",863,2.80308472773107,0.0280308472773107,"Na","Na",863,26656,0.032375450180072
"Octanal","Kiwifruit-green-chieftain-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.3752605,0.003752605,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,178458,0.0238095238095238
"Octanal","Kiwifruit-green-g11-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.1466217,0.001466217,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,169960,0.025
"Octanal","Kiwifruit-green-hayward-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.1551238,0.001551238,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,178458,0.0238095238095238
"Octanal","Kiwifruit-green-m36-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.167753,0.00167753,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,161462,0.0263157894736842
"Octanal","Kiwifruit-green-m43-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.3359995,0.003359995,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,165711,0.0256410256410256
"Octanal","Kiwifruit-green-m56-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.4050789,0.004050789,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,157213,0.027027027027027
"Alpha-phellandrene","Vc 152-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",3356,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",3356,32075,0.104629773967264
"Alpha-phellandrene","Vc 153-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",3341,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",3341,23541,0.141922603117964
"Alpha-phellandrene","Vc 154-Dun","Erigeron pink jewel","Flower","Ornamentals","Erigeron","Asteraceae","Asterales","Dunedin botanical gardens","Lower south island","Terpenoids","Monoterpenes",3658,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",3658,32110,0.113920896916848
"Alpha-phellandrene","Vc97-Chr","Coreopsis sp.","Flower","Ornamentals","Coreopsis","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",1103,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",1103,18863,0.0584742617823252
"Alpha-phellandrene","Vc98-Chr","Coreopsis sp.","Flower","Ornamentals","Coreopsis","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",3886,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",3886,24917,0.155957779829032
"Alpha-phellandrene","Vc99-Chr","Coreopsis sp.","Flower","Ornamentals","Coreopsis","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Terpenoids","Monoterpenes",3799,NA,NA,"Cc1=ccc(c=c1)c(c)c","Ogldwxzkyodsob-uhfffaoysa-n",3799,26692,0.142327289075378
"(E)-beta-ocimene","Brachyglotis-pooled-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1183,22.2396429752285,0.222396429752285,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",1183,50125,0.0236009975062344
"Octanal","Kiwifruit-gold-m91-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Fatty aldehydes",4249,0.2623509,0.002623509,"Cccccccc=o","Nujgjrnetvairj-uhfffaoysa-n",4249,135968,0.03125
"(E)-beta-ocimene","Brachyglotis-f3-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",510,14.9651158208565,0.149651158208565,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",510,34954,0.0145906047948733
"(E)-beta-ocimene","Hebe_cassinia_vauvilliersii_f3-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",299,1.32532529157611,0.0132532529157611,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",299,37923,0.00788439733143475
"(E)-beta-ocimene","Pittosporum_tenuifolium_pooled-Aot","Pittosporum tenuifolium","Flower","Natives","Pittosporum","Pittosporaceae","Apiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1363,2.25474706785319,0.0225474706785319,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",1363,21549,0.0632511949510418
"(E)-beta-ocimene","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",2217,27.4033336461094,0.274033336461094,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",2217,58720,0.0377554495912807
"(E)-beta-ocimene","Pittosporum_tenuifolium_f1-Aot","Pittosporum tenuifolium","Flower","Natives","Pittosporum","Pittosporaceae","Apiales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",3357,4.43514368787312,0.0443514368787312,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",3357,71857,0.0467177867152817
"(E)-beta-ocimene","Akeake-m3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",1101,1.16589951986953,0.0116589951986953,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",1101,68997,0.01595721553111
"(E)-beta-ocimene","Akeake-m-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Monoterpenes",551,0.860018937674806,0.00860018937674806,"Cc(=cc/c=c(\c)/c=c)c","Ihpkguqcsiinrj-cskarukusa-n",551,82619,0.00666916810903061
